"","D4_Feces_515F_806R_01","D4_Feces_515F_806R_02","D4_Feces_515F_806R_03","D4_Feces_515F_806R_04","D4_Feces_tr515F_806R_01","D4_Feces_tr515F_806R_02","D4_Feces_tr515F_806R_03","D4_Feces_tr515F_806R_04","D4_Feces_V1-tr515F_806R_01","D4_Feces_V1-tr515F_806R_02","D4_Feces_V1-tr515F_806R_03","D4_Feces_V1-tr515F_806R_04","D4_Feces_V2-tr515F_806R_01","D4_Feces_V2-tr515F_806R_02","D4_Feces_V2-tr515F_806R_03","D4_Feces_V2-tr515F_806R_04","D4_Feces_V3-tr515F_806R_01","D4_Feces_V3-tr515F_806R_02","D4_Feces_V3-tr515F_806R_03","D4_Feces_V3-tr515F_806R_04","D4_Feces_V4-tr515F_806R_01","D4_Feces_V4-tr515F_806R_02","D4_Feces_V4-tr515F_806R_03","D4_Feces_V4-tr515F_806R_04","D4_Feces_V5-tr515F_806R_01","D4_Feces_V5-tr515F_806R_02","D4_Feces_V5-tr515F_806R_03","D4_Feces_V5-tr515F_806R_04","D4_Feces_V6-tr515F_806R_01","D4_Feces_V6-tr515F_806R_02","D4_Feces_V6-tr515F_806R_03","D4_Feces_V6-tr515F_806R_04","D4_Feces_V7-tr515F_806R_01","D4_Feces_V7-tr515F_806R_02","D4_Feces_V7-tr515F_806R_03","D4_Feces_V7-tr515F_806R_04","D4_Feces_V8-tr515F_806R_01","D4_Feces_V8-tr515F_806R_02","D4_Feces_V8-tr515F_806R_03","D4_Feces_V8-tr515F_806R_04","D5_Wastewater_515F_806R_01","D5_Wastewater_515F_806R_02","D5_Wastewater_515F_806R_03","D5_Wastewater_515F_806R_04","D5_Wastewater_tr515F_806R_01","D5_Wastewater_tr515F_806R_02","D5_Wastewater_tr515F_806R_03","D5_Wastewater_tr515F_806R_04","D5_Wastewater_V1-tr515F_806R_01","D5_Wastewater_V1-tr515F_806R_02","D5_Wastewater_V1-tr515F_806R_03","D5_Wastewater_V1-tr515F_806R_04","D5_Wastewater_V2-tr515F_806R_01","D5_Wastewater_V2-tr515F_806R_02","D5_Wastewater_V2-tr515F_806R_03","D5_Wastewater_V2-tr515F_806R_04","D5_Wastewater_V3-tr515F_806R_01","D5_Wastewater_V3-tr515F_806R_02","D5_Wastewater_V3-tr515F_806R_03","D5_Wastewater_V3-tr515F_806R_04","D5_Wastewater_V4-tr515F_806R_01","D5_Wastewater_V4-tr515F_806R_02","D5_Wastewater_V4-tr515F_806R_03","D5_Wastewater_V4-tr515F_806R_04","D5_Wastewater_V5-tr515F_806R_01","D5_Wastewater_V5-tr515F_806R_02","D5_Wastewater_V5-tr515F_806R_03","D5_Wastewater_V5-tr515F_806R_04","D5_Wastewater_V6-tr515F_806R_01","D5_Wastewater_V6-tr515F_806R_02","D5_Wastewater_V6-tr515F_806R_03","D5_Wastewater_V6-tr515F_806R_04","D5_Wastewater_V7-tr515F_806R_01","D5_Wastewater_V7-tr515F_806R_02","D5_Wastewater_V7-tr515F_806R_03","D5_Wastewater_V7-tr515F_806R_04","D5_Wastewater_V8-tr515F_806R_01","D5_Wastewater_V8-tr515F_806R_02","D5_Wastewater_V8-tr515F_806R_03","D5_Wastewater_V8-tr515F_806R_04","D6_Skin_515F_806R_01","D6_Skin_515F_806R_02","D6_Skin_515F_806R_03","D6_Skin_515F_806R_04","D6_Skin_tr515F_806R_01","D6_Skin_tr515F_806R_02","D6_Skin_tr515F_806R_03","D6_Skin_tr515F_806R_04","D6_Skin_V1-tr515F_806R_01","D6_Skin_V1-tr515F_806R_02","D6_Skin_V1-tr515F_806R_03","D6_Skin_V1-tr515F_806R_04","D6_Skin_V2-tr515F_806R_01","D6_Skin_V2-tr515F_806R_02","D6_Skin_V2-tr515F_806R_03","D6_Skin_V2-tr515F_806R_04","D6_Skin_V3-tr515F_806R_01","D6_Skin_V3-tr515F_806R_02","D6_Skin_V3-tr515F_806R_03","D6_Skin_V3-tr515F_806R_04","D6_Skin_V4-tr515F_806R_01","D6_Skin_V4-tr515F_806R_02","D6_Skin_V4-tr515F_806R_03","D6_Skin_V4-tr515F_806R_04","D6_Skin_V5-tr515F_806R_01","D6_Skin_V5-tr515F_806R_02","D6_Skin_V5-tr515F_806R_03","D6_Skin_V5-tr515F_806R_04","D6_Skin_V6-tr515F_806R_01","D6_Skin_V6-tr515F_806R_02","D6_Skin_V6-tr515F_806R_03","D6_Skin_V6-tr515F_806R_04","D6_Skin_V7-tr515F_806R_01","D6_Skin_V7-tr515F_806R_02","D6_Skin_V7-tr515F_806R_03","D6_Skin_V7-tr515F_806R_04","D6_Skin_V8-tr515F_806R_01","D6_Skin_V8-tr515F_806R_02","D6_Skin_V8-tr515F_806R_03","D6_Skin_V8-tr515F_806R_04","D7_Soil_515F_806R_01","D7_Soil_515F_806R_02","D7_Soil_515F_806R_03","D7_Soil_515F_806R_04","D7_Soil_tr515F_806R_01","D7_Soil_tr515F_806R_02","D7_Soil_tr515F_806R_03","D7_Soil_tr515F_806R_04","D7_Soil_V1-tr515F_806R_01","D7_Soil_V1-tr515F_806R_02","D7_Soil_V1-tr515F_806R_03","D7_Soil_V1-tr515F_806R_04","D7_Soil_V2-tr515F_806R_01","D7_Soil_V2-tr515F_806R_02","D7_Soil_V2-tr515F_806R_03","D7_Soil_V2-tr515F_806R_04","D7_Soil_V3-tr515F_806R_01","D7_Soil_V3-tr515F_806R_02","D7_Soil_V3-tr515F_806R_03","D7_Soil_V3-tr515F_806R_04","D7_Soil_V4-tr515F_806R_01","D7_Soil_V4-tr515F_806R_02","D7_Soil_V4-tr515F_806R_03","D7_Soil_V4-tr515F_806R_04","D7_Soil_V5-tr515F_806R_01","D7_Soil_V5-tr515F_806R_02","D7_Soil_V5-tr515F_806R_03","D7_Soil_V5-tr515F_806R_04","D7_Soil_V6-tr515F_806R_01","D7_Soil_V6-tr515F_806R_02","D7_Soil_V6-tr515F_806R_03","D7_Soil_V6-tr515F_806R_04","D7_Soil_V7-tr515F_806R_01","D7_Soil_V7-tr515F_806R_02","D7_Soil_V7-tr515F_806R_03","D7_Soil_V7-tr515F_806R_04","D7_Soil_V8-tr515F_806R_01","D7_Soil_V8-tr515F_806R_02","D7_Soil_V8-tr515F_806R_03","D7_Soil_V8-tr515F_806R_04","E1_Neg_515F_806R_01","E1_Neg_tr515F_tr515R_01","E1_Neg_tr515F_806R_01","E1_Neg_515F_tr515R_01","E1_Skin_515F_806R_02","E1_Skin_515F_806R_03","E1_Skin_515F_806R_04","E1_Skin_515F_806R_05","E1_Skin_515F_806R_06","E1_Skin_tr515F_tr515R_01","E1_Skin_tr515F_tr515R_02","E1_Skin_tr515F_tr515R_03","E1_Skin_tr515F_tr515R_04","E1_Skin_tr515F_tr515R_05","E1_Skin_tr515F_tr515R_06","E1_Skin_tr515F_tr515R_07","E1_Skin_tr515F_tr515R_08","E1_Skin_tr515F_806R_01","E1_Skin_tr515F_806R_03","E1_Skin_tr515F_806R_06","E1_Skin_tr515F_806R_07","E1_Skin_tr515F_806R_08","E1_Skin_515F_tr515R_01","E1_Skin_515F_tr515R_02","E1_Skin_515F_tr515R_03","E1_Skin_515F_tr515R_04","E2_Neg_515F_806R_02","E2_Neg_tr515F_tr515R_02","E2_Neg_tr515F_806R_02","E2_Neg_515F_tr515R_02","E2_Soil_515F_806R_01","E2_Soil_515F_806R_03","E2_Soil_515F_806R_04","E2_Soil_515F_806R_05","E2_Soil_515F_806R_06","E2_Soil_515F_806R_07","E2_Soil_515F_806R_08","E2_Soil_tr515F_tr515R_01","E2_Soil_tr515F_tr515R_02","E2_Soil_tr515F_tr515R_03","E2_Soil_tr515F_tr515R_04","E2_Soil_tr515F_tr515R_05","E2_Soil_tr515F_tr515R_06","E2_Soil_tr515F_tr515R_07","E2_Soil_tr515F_tr515R_08","E2_Soil_tr515F_806R_01","E2_Soil_tr515F_806R_02","E2_Soil_tr515F_806R_03","E2_Soil_tr515F_806R_04","E2_Soil_tr515F_806R_05","E2_Soil_tr515F_806R_06","E2_Soil_tr515F_806R_07","E2_Soil_tr515F_806R_08","E2_Soil_515F_tr515R_01","E2_Soil_515F_tr515R_02","E2_Soil_515F_tr515R_03","E2_Soil_515F_tr515R_04","E2_Soil_515F_tr515R_05","E2_Soil_515F_tr515R_06","E2_Soil_515F_tr515R_07","E2_Soil_515F_tr515R_08"
"d__Bacteria;p__Gemmatimonadota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,12,0,0,0,0,0,8,2,0,8,0,0,0,0,3,5,0,2,0,0,0,0,0,0,0,0,3,0,10,0,0,21,27,0,7,0,0,12,0,27,16,8,0,0,0,0,0,4,11,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,114292,127888,110694,101222,66880,83186,76711,66335,6974,7911,10277,11471,16576,27242,24645,23938,2716,4354,4497,4747,15915,17542,20616,101,16068,19071,20182,18957,5416,7676,6688,7102,18499,18817,27182,17481,15200,19905,17829,17713,0,0,0,0,0,52,58,14,12,0,3,5,8,3,47,42,0,0,20,50,12,12,0,9,16,0,0,0,0,0,0,108175,108781,86792,125881,93807,220013,51798,37499,27412,50388,54017,38734,17613,28827,18282,26651,19932,26589,16708,24086,25293,36423,78796,88044,107296,101888,114786,94684,116898,92475
"d__Bacteria;p__Patescibacteria",2285,2013,2539,2627,1950,2520,2422,2880,204,161,300,338,395,657,604,680,363,611,543,528,488,587,543,391,372,750,546,639,327,470,479,389,333,471,565,515,202,192,309,226,316,260,374,224,1035,868,469,371,70,8,2,26,73,110,135,81,8,10,0,7,65,84,81,54,74,65,56,73,128,33,360,161,95,88,58,0,21,96,5,35,39,0,11,9,34,5,76,68,0,0,0,0,2,14,18,4,0,0,0,0,8,0,10,2,0,14,0,3,0,0,0,0,9,3,0,3,0,0,0,0,6288,7476,7474,6536,5481,6554,5400,3920,302,608,753,425,1103,2004,1683,1786,240,346,319,313,807,1054,1381,0,1335,1450,1166,1120,359,635,701,741,1307,1190,1560,954,534,678,496,800,0,0,0,0,0,1066,924,702,953,150,163,523,335,497,584,1259,100,0,311,1123,436,1824,0,852,228,71,0,0,0,0,0,6554,5640,4560,7023,4921,11130,3611,2622,1714,3153,3022,2446,871,1987,1371,1713,1081,1085,771,1078,1283,1982,5310,5005,5613,5462,5874,4590,5682,5036
"d__Bacteria;p__Bdellovibrionota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741,1834,1576,1341,1756,1916,1670,1813,654,413,120,8,487,407,530,362,126,152,16,359,191,273,392,326,220,301,280,300,54,345,253,155,254,368,252,0,472,429,494,462,10,0,0,13,0,0,0,9,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0,4,0,0,0,2,2,5,0,0,0,0,0,6331,7888,6424,6002,5033,5267,4400,3142,510,807,562,967,970,1527,1396,1448,309,231,224,220,767,937,1153,0,980,1138,1020,926,241,422,395,310,1249,1026,1405,888,870,1194,993,1267,0,0,0,0,0,179,65,30,152,0,3,4,22,75,55,106,0,0,32,125,42,206,0,79,26,0,0,0,0,0,0,6206,5840,4837,7760,5126,12482,3011,1851,1182,2328,2756,1781,765,1508,1114,1539,906,1282,773,1328,1333,2014,4764,4737,5839,5592,5708,4509,6091,4987
"d__Bacteria;p__Sumerlaeota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,515,665,856,528,666,433,263,19,48,28,96,83,175,202,97,4,17,19,29,93,64,76,0,99,108,130,120,129,160,51,111,156,76,178,108,157,158,115,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,882,652,438,815,670,1554,428,451,210,531,548,208,218,435,225,164,122,185,115,171,188,254,930,1103,1269,1394,1569,820,1378,792
"d__Bacteria;p__Acidobacteriota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,183,174,134,192,163,278,138,0,69,6,0,43,45,34,24,0,139,2,16,16,15,33,21,11,36,44,26,72,54,152,136,41,30,28,0,28,14,38,64,5,3,40,22,12,32,29,19,0,0,0,0,2,0,3,2,5,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,3,7,0,4,155610,177485,157885,143908,112221,120376,106582,87458,10309,12982,14458,16240,23126,36542,34144,34179,5096,6185,5787,6051,20351,22749,26395,145,25583,29004,28550,25353,12149,20507,17034,17873,28877,26980,37809,24641,17157,21596,19358,20384,0,0,52,0,0,248,201,280,411,36,40,75,107,108,88,192,11,0,149,192,47,296,1,261,111,30,0,0,0,0,0,172690,150938,129605,187562,146541,345255,102408,71462,51181,91473,100874,70336,32941,56877,27641,38523,26911,33688,21011,30990,32002,49106,180013,184905,219142,203299,222517,183015,223910,186675
"d__Archaea;p__Nanoarchaeota",0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,43,2,0,0,0,0,0,0,0,0,16,21,11,7,0,0,0,0,0,0,0,0,0,0,0,0,46,4,0,0,25,135,417,312,0,0,0,0,0,0,4,129,0,0,0,3,0,0,0,0,0,46,344,215,0,0,0,0,18,6,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,9,80,61,67,40,110,112,331,145,3,5,11,10,170,45,126,109,7,0,2,0,10,0,15,2,319,165,228,18,14,7,2,2,90,139,121,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,59,69,58,42,99,40,24,13,20,24,2,12,18,15,13,21,12,2,10,17,66,7,20,99,46,43,74,84,44
"d__Bacteria;p__Armatimonadota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,7,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,29,0,0,2,0,43,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5189,6060,6439,5911,2859,3588,4017,3623,543,260,1005,253,659,1322,1165,1059,131,361,220,254,671,695,799,0,844,961,866,812,166,520,321,357,942,914,1304,891,754,828,602,791,0,0,0,0,0,27,0,36,0,0,0,0,4,11,12,0,4,0,7,4,0,34,0,0,0,0,0,0,0,0,0,6433,5804,4510,6734,4455,12450,4082,2717,1918,3349,3383,2505,1217,2329,1031,1332,799,1296,744,1105,1074,1802,6684,6343,8262,7225,8016,6130,7961,6805
"d__Bacteria;p__WPS-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,33,23,0,4,84,38,0,0,0,0,8,0,5,25,0,0,0,0,4,5,0,0,0,4,8,2,4,0,0,0,6,7,0,0,0,2,18,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,162,57,92,57,75,68,24,22,0,0,0,0,7,12,14,19,12,13,9,7,9,0,8,0,12,22,15,25,0,2,2,3,8,24,16,26,17,22,2,31,0,0,0,0,0,38,35,55,50,0,8,60,16,27,7,29,0,0,9,10,16,126,0,42,7,0,0,0,0,0,0,100,142,82,133,91,212,113,65,25,118,108,89,22,26,24,27,15,48,5,14,25,30,66,67,248,94,205,123,135,121
"d__Bacteria;p__Methylomirabilota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,797,680,596,498,515,437,505,79,131,18,76,80,252,210,130,40,23,33,36,91,103,148,0,76,124,103,117,61,33,57,54,116,124,168,141,95,88,98,105,0,0,0,0,0,0,15,0,20,6,6,47,7,0,0,0,0,0,0,27,0,57,0,11,14,0,0,0,0,0,0,621,562,586,872,596,1273,564,412,277,359,469,322,173,228,89,168,89,134,96,150,159,311,693,1302,1154,1293,998,959,1228,1049
"d__Bacteria;p__Elusimicrobiota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,112,0,21,18,59,4,25,0,0,0,0,8,21,6,11,0,0,0,13,10,0,0,3,3,5,5,0,0,0,0,0,4,4,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,998,715,821,573,532,486,326,14,32,108,219,90,213,167,179,45,34,8,70,101,98,116,0,94,138,139,108,143,284,323,203,109,146,167,59,94,58,133,110,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790,756,595,875,678,2091,342,272,134,201,276,151,69,187,113,180,72,135,107,184,93,247,437,516,761,499,744,422,573,607
"d__Bacteria;p__Abditibacteriota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,525,455,432,342,305,280,217,0,36,0,173,33,69,124,98,5,3,18,3,32,55,49,0,46,53,53,55,32,32,10,67,57,41,72,51,19,19,46,20,0,0,0,0,0,3,6,18,17,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,460,366,330,419,228,931,166,135,54,126,87,84,67,69,45,57,48,56,34,73,88,94,138,177,248,215,191,182,236,243
"d__Bacteria;p__Entotheonellaeota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3420,3819,3138,3142,2844,3155,2976,2258,833,446,1036,1209,602,956,964,1077,261,212,269,326,539,660,741,0,579,677,799,687,248,443,334,479,721,694,910,585,574,649,574,782,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4382,3786,2853,4606,2693,8851,1821,1268,961,1562,1936,1349,644,1158,815,1002,718,758,607,898,923,1479,2790,3150,3349,3015,3712,3387,3418,3347
"d__Archaea;__",0,0,0,0,0,0,0,0,48,30,118,26,0,0,0,0,0,11,11,74,0,0,0,0,0,0,0,0,2,18,13,17,0,0,0,0,0,0,0,0,4,0,8,0,0,9,0,0,101,34,229,97,0,0,0,0,8,8,0,171,0,0,0,0,0,0,0,0,0,3,4,13,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,2,0,0,24,0,14,0,3,0,2,19,282,576,319,0,0,0,0,0,5,15,12,0,0,0,0,0,0,0,0,22,13,6,26,0,0,3,0,2,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,12,5,2,22,16,2,2,0,7,5,0,0,2,0,0,0,0,2,0,0,0,0,6,0,3,15,0,10,7
"d__Bacteria;p__RCP2-54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,243,172,154,114,126,237,148,183,20,0,0,47,49,65,67,5,24,3,22,17,19,52,0,34,29,39,28,7,0,0,29,23,45,49,35,25,29,18,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,140,211,231,90,762,80,113,51,91,120,48,28,48,29,52,62,36,30,53,70,103,212,153,191,212,267,205,251,247
"d__Bacteria;p__SAR324_clade(Marine_group_B)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,2,14,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,350,169,119,128,106,143,92,27,2,6,2,33,31,50,52,0,0,20,0,14,10,28,0,16,36,47,30,0,28,8,23,29,40,97,34,27,43,46,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,217,149,173,240,222,516,82,71,35,31,154,89,24,62,33,45,47,51,37,9,31,62,166,173,216,141,133,229,151,85
"d__Bacteria;p__Cyanobacteria",753,881,853,1076,609,706,897,906,163,239,40,69,150,227,264,217,122,128,150,191,180,195,219,140,108,219,206,234,50,59,95,55,153,101,234,163,156,126,267,233,1296,1095,672,698,1589,846,1038,1074,56,81,127,33,226,191,208,183,28,92,57,144,102,147,239,122,96,150,124,180,19,159,53,219,127,217,179,0,151,198,175,416,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,921,640,534,462,729,616,329,28,6,34,37,191,144,194,200,19,39,37,38,122,104,181,0,132,102,109,111,36,80,17,35,132,74,140,68,87,109,111,115,0,0,0,0,0,160,204,165,198,13,0,84,96,30,135,232,11,0,43,102,49,0,0,128,26,18,0,0,0,0,0,694,810,487,834,637,1867,353,261,168,321,368,400,86,268,116,158,124,156,94,180,135,321,552,414,657,877,995,742,732,599
"d__Archaea;p__Thermoplasmatota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,6,23,0,43,5,27,545,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,51,55,102,114,0,0,2,0,22,80,49,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,14,5,3,15,0,194,118,934,238,3,0,0,0,6,49,103,168,2,0,0,0,0,0,0,0,51,67,79,16,0,0,2,3,2,31,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,15,0,0,0,0,0,0,0,0,0,88,10,0,10,58,53,2,11,5,9,34,14,0,20,0,0,0,0,6,4,6,9,22,85,4,90,35,28,23,75
"d__Bacteria;p__Spirochaetota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,494,318,337,678,1008,773,594,4,2,47,20,137,170,157,104,36,7,3,55,101,68,100,132,51,114,91,130,22,121,221,217,104,141,102,0,31,108,160,167,5,0,7,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,26,0,2,9,11,10,9,11,0,0,2,15,36,18,0,101,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Deinococcota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,46,43,0,17,0,33,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,70,104,170,148,155,82,113,137,56,154,0,0,0,19,19,30,52,21,34,3,0,17,11,17,30,6,33,26,20,25,22,7,108,30,44,42,28,23,45,17,21,131,138,79,44,211,152,95,47,0,0,0,4,13,21,15,30,7,0,0,0,14,16,19,0,26,16,36,34,8,31,0,3,56,29,38,17,4,40,13,5,0,0,0,0,0,12041,9836,10545,13557,1099,1158,4854,4013,4265,5074,10242,822,0,4054,12083,4493,15308,0,11149,3269,1636,0,0,0,0,0,193,201,61,144,34,436,83,76,30,78,52,53,47,46,14,30,14,28,8,31,28,10,183,165,240,157,139,279,58,139
"d__Bacteria;p__Fusobacteriota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,307,100,98,306,199,151,120,106,86,38,10,46,20,40,44,0,31,14,78,11,46,18,25,22,37,28,16,21,0,32,95,21,35,47,0,93,86,22,42,51,92,126,51,25,46,69,140,2,5,222,2,14,22,28,12,30,172,6,0,12,33,17,27,10,23,39,18,0,20,0,0,24,50,34,6,12,36,45,30,0,0,0,8,9,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1713,1297,1848,2240,127,157,465,465,568,531,1312,103,0,636,2099,853,2417,0,1258,367,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
